chr5	112175162	112175958	APC3_42
chr5	149433644	149433646	CSF1R1_3
chr5	149453044	149453044	CSF1R4
chr5	170837547	170837548	NPM1
chr7	55211080	55211080	EGFR1
chr7	55221822	55221822	EGFR2
chr7	55233043	55233043	EGFR3
chr7	55241677	55241708	EGFR4
chr7	55242418	55242511	EGFR9
chr7	55249005	55249131	EGFR44
chr7	55249005	55249131	EGFR44
chr7	55259514	55259524	EGFR54
chr7	116339642	116339642	MET1
chr7	116340262	116340262	MET2
chr7	116411990	116411990	MET3
chr7	116417463	116417464	MET4
chr7	116423413	116423474	MET6
chr7	128845101	128845101	SMO1
chr7	128846040	128846040	SMO2
chr7	128846374	128846374	SMO3
chr7	128850341	128850341	SMO4
chr7	128851593	128851593	SMO5
chr7	140453121	140453193	BRAF1
chr7	140481397	140481478	BRAF28
chr8	38282209	38282209	FGFR1_1
chr8	38285938	38285938	FGFR1_2
chr9	5073769	5073770	JAK2_1
chr9	21971153	21971187	CDKN2A1
chr9	133738330	133738364	ABL1_1
chr9	133747520	133747520	ABL1_9
chr9	133748283	133748414	ABL1_10
chr9	133748283	133748414	ABL1_10
chr9	133750356	133750356	ABL1_16
chr9	139397768	139397768	NOTCH1_1
chr9	139399344	139399422	NOTCH1_2
chr10	43609078	43609104	RET1
chr10	43609940	43609950	RET2_9
chr10	43613840	43613840	RET10
chr10	43615567	43615569	RET11_12
chr10	43617416	43617416	RET13
chr10	89624242	89624244	PTEN1
chr10	89685307	89685307	PTEN3
chr10	89711893	89711900	PTEN4
chr10	89717615	89717772	PTEN7
chr10	89717615	89717772	PTEN7
chr10	89720716	89720852	PTEN13
chr10	89720716	89720852	PTEN13
chr10	123258034	123258034	FGFR2_1
chr10	123274774	123274803	FGFR2_2
chr10	123279503	123279677	FGFR2_5
chr10	123279503	123279677	FGFR2_5
chr10	123279503	123279677	FGFR2_5
chr11	533873	533875	HRAS1
chr11	534285	534289	HRAS6
chr11	108117847	108117848	ATM1
chr11	108119823	108119823	ATM2
chr11	108123551	108123551	ATM3
chr11	108137973	108138003	ATM4
chr11	108155132	108155132	ATM6
chr11	108170476	108170479	ATM7
chr11	108172421	108172421	ATM9
chr11	108173640	108173640	ATM10
chr11	108180945	108180945	ATM11
chr11	108200958	108200961	ATM12
chr11	108204681	108204681	ATM14
chr11	108205769	108205769	ATM15
chr11	108206594	108206594	ATM16
chr11	108218089	108218089	ATM17
chr11	108225590	108225590	ATM18
chr11	108236086	108236203	ATM19
chr12	25378562	25378562	KRAS1
chr12	25380275	25380283	KRAS2
chr12	25398255	25398285	KRAS7
chr12	112888163	112888211	PTPN11_1
chr12	112926884	112926888	PTPN11_10
chr12	121431413	121431414	HNF1A_1
chr12	121432070	121432070	HNF1A_3
chr13	28592620	28592653	FLT3_1
chr13	28602329	28602329	FLT3_13
chr13	28608244	28608341	FLT3_14
chr13	28610138	28610138	FLT3_22
chr13	48919244	48919244	RB1_1
chr13	48923148	48923148	RB1_2
chr13	48942685	48942685	RB1_3
chr13	48955538	48955550	RB1_4
chr13	49027168	49027168	RB1_6
chr13	49033843	49033846	RB1_7
chr13	49037877	49037877	RB1_8
chr13	49039164	49039164	RB1_9
chr14	105246455	105246455	AKT1
chr16	68835649	68835650	CDH1_1
chr16	68846137	68846137	CDH1_2
chr16	68847274	68847277	CDH1_3
chr17	7574003	7574021	TP53_1
chr17	7577022	7577129	TP53_3
chr17	7577523	7577574	TP53_17
chr17	7578190	7578536	TP53_31_59
chr17	7578190	7578536	TP53_31_59
chr17	7578190	7578536	TP53_31_59
chr17	7578190	7578536	TP53_31_59
chr17	7578190	7578536	TP53_31_59
chr17	7579358	7579403	TP53_60
chr17	7579882	7579882	TP53_64
chr17	37880219	37880261	ERBB2_1
chr17	37880993	37881012	ERBB2_4
chr17	37881332	37881440	ERBB2_13
chr18	48575169	48575170	SMAD4_1
chr18	48581198	48581198	SMAD4_2
chr18	48584560	48584560	SMAD4_3
chr18	48586262	48586262	SMAD4_4
chr18	48591826	48591919	SMAD4_5
chr18	48593405	48593405	SMAD4_11
chr18	48603032	48603094	SMAD4_12
chr18	48604668	48604754	SMAD4_15
chr19	1207021	1207092	STK11_1
chr19	1220487	1220502	STK11_4
chr19	1221264	1221319	STK11_8
chr19	1223059	1223125	STK11_12
chr19	17945696	17945696	JAK3_1
chr19	17948009	17948009	JAK3_2
chr20	36031762	36031762	SRC
chr20	57484420	57484421	GNAS1
chr22	24133967	24133990	SMARCB1_1
chr22	24143240	24143240	SMARCB1_3
chr22	24145582	24145582	SMARCB1_4
chr22	24176352	24176357	SMARCB1_5_6
chr19	3114942	3115070	GNA11_4
chr19	3114942	3115070	GNA11_4
chr19	3118922	3119051	GNA11_5
chr19	3119204	3119357	GNA11_6
chr19	3120987	3121177	GNA11_7
chr19	3120987	3121177	GNA11_7
chr19	3120987	3121177	GNA11_7
chr9	80412436	80412564	GNAQ_4
chr9	80409379	80409508	GNAQ_5
chr9	80409379	80409508	GNAQ_5
chr9	80409379	80409508	GNAQ_5
chr9	80343430	80343583	GNAQ_6
chr9	80343430	80343583	GNAQ_6
chr9	80343430	80343583	GNAQ_6
chr9	80336240	80336429	GNAQ_7
chr9	80336240	80336429	GNAQ_7
chr9	80336240	80336429	GNAQ_7
